"signature","type","channel","fraction"
"ID1","1:Del:C","1:Del:C:0",0.000159889
"ID1","1:Del:C","1:Del:C:1",0.000773523
"ID1","1:Del:C","1:Del:C:2",3.31e-18
"ID1","1:Del:C","1:Del:C:3",0.001907613
"ID1","1:Del:C","1:Del:C:4",0.00070599
"ID1","1:Del:C","1:Del:C:5",0.003370115
"ID1","1:Del:T","1:Del:T:0",0.001311605
"ID1","1:Del:T","1:Del:T:1",3.31e-18
"ID1","1:Del:T","1:Del:T:2",0.000936453
"ID1","1:Del:T","1:Del:T:3",0.002295855
"ID1","1:Del:T","1:Del:T:4",0.004291422
"ID1","1:Del:T","1:Del:T:5",3.31e-18
"ID1","1:Ins:C","1:Ins:C:0",3.31e-18
"ID1","1:Ins:C","1:Ins:C:1",3.31e-18
"ID1","1:Ins:C","1:Ins:C:2",3.31e-18
"ID1","1:Ins:C","1:Ins:C:3",0.000845986
"ID1","1:Ins:C","1:Ins:C:4",0.001785525
"ID1","1:Ins:C","1:Ins:C:5",0.024296536
"ID1","1:Ins:T","1:Ins:T:0",0.002283824
"ID1","1:Ins:T","1:Ins:T:1",4.03e-05
"ID1","1:Ins:T","1:Ins:T:2",0.000192865
"ID1","1:Ins:T","1:Ins:T:3",0.004243267
"ID1","1:Ins:T","1:Ins:T:4",0.016649127
"ID1","1:Ins:T","1:Ins:T:5",0.890906468
"ID1","2:Del:R","2:Del:R:0",0.000686046
"ID1","2:Del:R","2:Del:R:1",0.001219969
"ID1","2:Del:R","2:Del:R:2",0.000472749
"ID1","2:Del:R","2:Del:R:3",0.00042672
"ID1","2:Del:R","2:Del:R:4",5.46e-05
"ID1","2:Del:R","2:Del:R:5",3.31e-18
"ID1","3:Del:R","3:Del:R:0",0.000128045
"ID1","3:Del:R","3:Del:R:1",0.005011085
"ID1","3:Del:R","3:Del:R:2",0.000769383
"ID1","3:Del:R","3:Del:R:3",0.000371256
"ID1","3:Del:R","3:Del:R:4",3.31e-18
"ID1","3:Del:R","3:Del:R:5",3.31e-18
"ID1","4:Del:R","4:Del:R:0",9.97e-05
"ID1","4:Del:R","4:Del:R:1",0.000900503
"ID1","4:Del:R","4:Del:R:2",3.23e-06
"ID1","4:Del:R","4:Del:R:3",3.31e-18
"ID1","4:Del:R","4:Del:R:4",3.31e-18
"ID1","4:Del:R","4:Del:R:5",2.89e-05
"ID1","5:Del:R","5:Del:R:0",8.35e-06
"ID1","5:Del:R","5:Del:R:1",0.000190676
"ID1","5:Del:R","5:Del:R:2",0.000126355
"ID1","5:Del:R","5:Del:R:3",1.89e-05
"ID1","5:Del:R","5:Del:R:4",3.11e-06
"ID1","5:Del:R","5:Del:R:5",3.13e-05
"ID1","2:Ins:R","2:Ins:R:0",0.000402036
"ID1","2:Ins:R","2:Ins:R:1",7.88e-06
"ID1","2:Ins:R","2:Ins:R:2",0.000221347
"ID1","2:Ins:R","2:Ins:R:3",0.000514268
"ID1","2:Ins:R","2:Ins:R:4",0.0029131
"ID1","2:Ins:R","2:Ins:R:5",0.018121584
"ID1","3:Ins:R","3:Ins:R:0",3.06e-07
"ID1","3:Ins:R","3:Ins:R:1",0.000254695
